year,origin,destination,origin_lat,origin_long,destination_lat,destination_long
2022,Amsterdam,Milan,52.3730796,4.8924534,45.4641943,9.1896346
2022,Boston,Lisbon,42.3554334,-71.060511,38.7077507,-9.1365919
2022,Lisbon,Zurich,38.7077507,-9.1365919,47.3744489,8.5410422
2022,Zurich,Lisbon,47.3744489,8.5410422,38.7077507,-9.1365919
2022,Lisbon,Boston,38.7077507,-9.1365919,42.3554334,-71.060511
2022,Newcastle,Paris,54.9738474,-1.6131572,48.8534951,2.3483915
2022,Paris,Zurich,48.8534951,2.3483915,47.3744489,8.5410422
2022,San Francisco,Zurich,37.7792588,-122.4193286,47.3744489,8.5410422
2022,"Paisley, Renfrewshire",Amsterdam,55.8455828,-4.4239646,52.3730796,4.8924534
2022,Amsterdam,Mexico City,52.3730796,4.8924534,19.4326296,-99.1331785
2022,Brussels,Zurich,50.8550018,4.3512333761166175,47.3744489,8.5410422
2022,Zurich,Brussels,47.3744489,8.5410422,50.8550018,4.3512333761166175
2022,Boston,Zurich,42.3554334,-71.060511,47.3744489,8.5410422
2022,Manila,Dubai,14.5906346,120.9799964,25.074282349999997,55.18853865430702
2022,Dubai,Zurich,25.074282349999997,55.18853865430702,47.3744489,8.5410422
2022,London,Dubai,51.4893335,-0.14405508452768728,25.074282349999997,55.18853865430702
2022,Dubai,Manila,25.074282349999997,55.18853865430702,14.5906346,120.9799964
2022,Manila,Dubai,14.5906346,120.9799964,25.074282349999997,55.18853865430702
2022,Dubai,London,25.074282349999997,55.18853865430702,51.4893335,-0.14405508452768728
2022,Tallahassee,Charlotte,30.4380832,-84.2809332,35.2272086,-80.8430827
2022,Charlotte,London,35.2272086,-80.8430827,51.4893335,-0.14405508452768728
2022,London,Zurich,51.4893335,-0.14405508452768728,47.3744489,8.5410422
2022,Venice,Philadelphia,45.4371908,12.3345898,39.9527237,-75.1635262
2022,Philadelphia,Charlotte,39.9527237,-75.1635262,35.2272086,-80.8430827
2022,Charlotte,Tallahassee,35.2272086,-80.8430827,30.4380832,-84.2809332
2022,Boston,Amsterdam,42.3554334,-71.060511,52.3730796,4.8924534
2022,Amsterdam,Boston,52.3730796,4.8924534,42.3554334,-71.060511
2022,Tallahassee,Atlanta,30.4380832,-84.2809332,33.7489924,-84.3902644
2022,Atlanta,Amsterdam,33.7489924,-84.3902644,52.3730796,4.8924534
2022,Manchester,Amsterdam,53.4794892,-2.2451148,52.3730796,4.8924534
2022,Amsterdam,Atlanta,52.3730796,4.8924534,33.7489924,-84.3902644
2022,Atlanta,Tallahassee,33.7489924,-84.3902644,30.4380832,-84.2809332
2022,Zurich,Dubai,47.3744489,8.5410422,25.074282349999997,55.18853865430702
2022,Dubai,New Delhi,25.074282349999997,55.18853865430702,28.6138954,77.2090057
2022,New Delhi,Frankfurt am Main,28.6138954,77.2090057,50.1106444,8.6820917
2022,Frankfurt am Main,Zurich,50.1106444,8.6820917,47.3744489,8.5410422
2022,Zurich,Bergen,47.3744489,8.5410422,60.3943055,5.3259192
2022,London,Zurich,51.4893335,-0.14405508452768728,47.3744489,8.5410422
2022,Zurich,London,47.3744489,8.5410422,51.4893335,-0.14405508452768728
2022,London,Zurich,51.4893335,-0.14405508452768728,47.3744489,8.5410422
2022,Zurich,London,47.3744489,8.5410422,51.4893335,-0.14405508452768728
2022,London,Zurich,51.4893335,-0.14405508452768728,47.3744489,8.5410422
2022,Zurich,London,47.3744489,8.5410422,51.4893335,-0.14405508452768728
2022,Amsterdam,Zurich,52.3730796,4.8924534,47.3744489,8.5410422
2022,Zurich,Amsterdam,47.3744489,8.5410422,52.3730796,4.8924534
2022,San Francisco,Zurich,37.7792588,-122.4193286,47.3744489,8.5410422
2022,Zurich,San Francisco,47.3744489,8.5410422,37.7792588,-122.4193286
2022,Zurich,"Arnavutköy, Istanbul",47.3744489,8.5410422,41.184471,28.7412446
2022,"Arnavutköy, Istanbul",Tbilisi,41.184471,28.7412446,41.6934591,44.8014495
2022,Tbilisi,"Arnavutköy, Istanbul",41.6934591,44.8014495,41.184471,28.7412446
2022,"Arnavutköy, Istanbul",Zurich,41.184471,28.7412446,47.3744489,8.5410422
2022,Copenhagen,Narsarsuaq,55.6867243,12.5700724,61.1555545,-45.4238591
2022,Copenhagen,Narsarsuaq,55.6867243,12.5700724,61.1555545,-45.4238591
2022,Zurich,New Delhi,47.3744489,8.5410422,28.6138954,77.2090057
2022,New Delhi,Zurich,28.6138954,77.2090057,47.3744489,8.5410422
2022,Ilulissat,Copenhagen,69.7174256,-47.19470352218776,55.6867243,12.5700724
2022,Ilulissat,Copenhagen,69.7174256,-47.19470352218776,55.6867243,12.5700724
2022,Qeqertarsuaq Airport,Ilulissat,NA,NA,69.7174256,-47.19470352218776
2022,Qeqertarsuaq Airport,Ilulissat,NA,NA,69.7174256,-47.19470352218776
2022,Narsarsuaq,Copenhagen,61.1555545,-45.4238591,55.6867243,12.5700724
2022,Narsarsuaq,Copenhagen,61.1555545,-45.4238591,55.6867243,12.5700724
2022,Copenhagen,Kangerlussuaq,55.6867243,12.5700724,67.0086767,-50.6913356
2022,Kangerlussuaq,Ilulissat,67.0086767,-50.6913356,69.7174256,-47.19470352218776
2022,Ilulissat,Kangerlussuaq,69.7174256,-47.19470352218776,67.0086767,-50.6913356
2022,Kangerlussuaq,Copenhagen,67.0086767,-50.6913356,55.6867243,12.5700724
2022,Narsarsuaq,Nuuk,61.1555545,-45.4238591,64.1766835,-51.7359356
2022,Nuuk,Kangerlussuaq,64.1766835,-51.7359356,67.0086767,-50.6913356
2022,Seattle,Reykjavík,47.6038321,-122.330062,64.145981,-21.9422367
2022,Reykjavík,Narsarsuaq,64.145981,-21.9422367,61.1555545,-45.4238591
2022,Narsarsuaq,Reykjavík,61.1555545,-45.4238591,64.145981,-21.9422367
2022,Reykjavík,Seattle,64.145981,-21.9422367,47.6038321,-122.330062
2022,Denver,Minneapolis,39.7392364,-104.984862,44.9772995,-93.2654692
2022,Zurich,Toronto,47.3744489,8.5410422,43.6534817,-79.3839347
2022,Toronto,Knoxville,43.6534817,-79.3839347,35.9603948,-83.9210261
2022,Knoxville,Washington,35.9603948,-83.9210261,47.2868352,-120.212613
2022,Washington,Brussels,47.2868352,-120.212613,50.8550018,4.3512333761166175
2022,Brussels,Zurich,50.8550018,4.3512333761166175,47.3744489,8.5410422
2022,Zurich,Edinburgh,47.3744489,8.5410422,55.9533456,-3.1883749
2022,Edinburgh,Zurich,55.9533456,-3.1883749,47.3744489,8.5410422
2022,Zurich,Edinburgh,47.3744489,8.5410422,55.9533456,-3.1883749
